label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
victory,0.5439680218696594,0.9292358160018921,7.285975129889266e-07,0.4886305630207062,0.88221675157547,-0.025162793695926666,0.4557197093963623,0.7861627340316772,-0.03982006385922432,0.48676860332489014,0.7054615020751953,-0.05606667697429657,0.523537278175354,0.6476582884788513,-0.07070903480052948,0.4711536467075348,0.6451600193977356,-0.026451464742422104,0.4502929747104645,0.528804361820221,-0.04965280741453171,0.4357817471027374,0.462119996547699,-0.06023222953081131,0.4258771538734436,0.40156325697898865,-0.06656491011381149,0.5272359251976013,0.6416802406311035,-0.03514056280255318,0.5416396856307983,0.5035247206687927,-0.06228066235780716,0.5528277158737183,0.4214118421077728,-0.07687820494174957,0.5659168362617493,0.35781949758529663,-0.08229067176580429,0.5746605396270752,0.6725925803184509,-0.04665851965546608,0.5662201642990112,0.6311875581741333,-0.09008240699768066,0.5377167463302612,0.7133331298828125,-0.09475747495889664,0.5227335691452026,0.7753899693489075,-0.08473799377679825,0.6133158802986145,0.7188920974731445,-0.05956461653113365,0.5891632437705994,0.7076436877250671,-0.09440431743860245,0.5560381412506104,0.7737081050872803,-0.09212616831064224,0.5355566143989563,0.826757550239563,-0.08169206976890564
victory,0.5484581589698792,0.9251080751419067,7.322439614654286e-07,0.49262553453445435,0.8802127838134766,-0.02663862518966198,0.458223819732666,0.7896887063980103,-0.042680319398641586,0.48385030031204224,0.7095657587051392,-0.06028372421860695,0.5171417593955994,0.6495708227157593,-0.07566720992326736,0.47068414092063904,0.6455630660057068,-0.027856482192873955,0.4500550627708435,0.529542088508606,-0.052854664623737335,0.4354718327522278,0.46323877573013306,-0.06405124813318253,0.425372838973999,0.40280407667160034,-0.07031413167715073,0.5264999270439148,0.6395736336708069,-0.035826943814754486,0.5414284467697144,0.5033419132232666,-0.06482891738414764,0.5527088642120361,0.4220430850982666,-0.07968837767839432,0.5656271576881409,0.35898545384407043,-0.08479615300893784,0.5739132761955261,0.6682461500167847,-0.04683424532413483,0.5633763074874878,0.6359551548957825,-0.09099999070167542,0.5374484658241272,0.7196060419082642,-0.09485277533531189,0.5247496962547302,0.7816573977470398,-0.08385346084833145,0.6133010983467102,0.7129918336868286,-0.05950102210044861,0.5891726613044739,0.7089148759841919,-0.0931691825389862,0.5553321242332458,0.774033784866333,-0.09014997631311417,0.533674418926239,0.8257068991661072,-0.07924310117959976
victory,0.5451475977897644,0.9256632328033447,7.579389489364985e-07,0.48791980743408203,0.8803832530975342,-0.025964990258216858,0.45461195707321167,0.7867386341094971,-0.041784126311540604,0.48542851209640503,0.7063019275665283,-0.05947780981659889,0.5218533873558044,0.6504175066947937,-0.07554737478494644,0.4715583026409149,0.6461510062217712,-0.027791235595941544,0.45032671093940735,0.5304251313209534,-0.05236144736409187,0.4368908405303955,0.46376335620880127,-0.06394341588020325,0.4280121326446533,0.4032443165779114,-0.07083466649055481,0.5274650454521179,0.6436190605163574,-0.03639272227883339,0.5411291718482971,0.5059496164321899,-0.06526482105255127,0.5523223280906677,0.42368555068969727,-0.08067219704389572,0.5653091073036194,0.35941535234451294,-0.08638458698987961,0.5748165249824524,0.6740855574607849,-0.04787660390138626,0.5647455453872681,0.6336880922317505,-0.09302636235952377,0.5372585654258728,0.7183728814125061,-0.09746852517127991,0.523093044757843,0.781449556350708,-0.08664605766534805,0.6133739352226257,0.7194311022758484,-0.06082354485988617,0.5899712443351746,0.706829309463501,-0.09627119451761246,0.5565645098686218,0.7717337608337402,-0.09363219887018204,0.5347508788108826,0.824238657951355,-0.08268401771783829
victory,0.5436129570007324,0.9264748096466064,7.443656500072393e-07,0.48873093724250793,0.8803816437721252,-0.026126811280846596,0.458217978477478,0.7887618541717529,-0.042107969522476196,0.4863866865634918,0.7098633050918579,-0.05976079776883125,0.5193585157394409,0.6502617001533508,-0.07566533237695694,0.47121715545654297,0.646307110786438,-0.02710844576358795,0.45064252614974976,0.5313947200775146,-0.051691412925720215,0.43657931685447693,0.4649043679237366,-0.06342107802629471,0.42714324593544006,0.4038931429386139,-0.07021647691726685,0.5268773436546326,0.6429272294044495,-0.03548762947320938,0.54240882396698,0.5064142942428589,-0.06378518790006638,0.5538492798805237,0.4240410327911377,-0.07915081828832626,0.5670051574707031,0.3590380847454071,-0.08483850210905075,0.574101448059082,0.6731204986572266,-0.04682005196809769,0.5638963580131531,0.6341567039489746,-0.09087608754634857,0.5364920496940613,0.7162564992904663,-0.09553855657577515,0.5229598879814148,0.7777547836303711,-0.08516733348369598,0.6129254698753357,0.7184959650039673,-0.05963865667581558,0.5882658958435059,0.7078591585159302,-0.09365521371364594,0.5562611222267151,0.7715948224067688,-0.09061463177204132,0.5369797348976135,0.8228921890258789,-0.07959898561239243
victory,0.5436974763870239,0.9262750148773193,7.534001156273007e-07,0.4883512258529663,0.880142092704773,-0.025892969220876694,0.4571024179458618,0.7870676517486572,-0.041436612606048584,0.48536553978919983,0.7086041569709778,-0.05876479670405388,0.5196698904037476,0.6519940495491028,-0.07434239238500595,0.4693434238433838,0.6466984152793884,-0.027518099173903465,0.44963720440864563,0.5319163203239441,-0.05228276923298836,0.4363366961479187,0.4656001925468445,-0.06380219012498856,0.4268462359905243,0.40468835830688477,-0.07034726440906525,0.5257107019424438,0.6428086757659912,-0.03582806512713432,0.5423585772514343,0.5057857632637024,-0.0646328404545784,0.554219126701355,0.423883318901062,-0.07970830053091049,0.5672355890274048,0.35957860946655273,-0.08479632437229156,0.5737329125404358,0.6726833581924438,-0.04703209549188614,0.5620550513267517,0.6385887861251831,-0.09130887687206268,0.5355032086372375,0.7225186228752136,-0.09520062059164047,0.523029625415802,0.7843073606491089,-0.08377674967050552,0.613219141960144,0.7181439399719238,-0.059744808822870255,0.5886168479919434,0.7078717350959778,-0.09313041716814041,0.5565915703773499,0.7723453044891357,-0.08921247720718384,0.5372706651687622,0.8236950039863586,-0.07741685211658478
victory,0.5445777177810669,0.927238941192627,7.533705570494931e-07,0.48815155029296875,0.8791154026985168,-0.02436135709285736,0.45677441358566284,0.7867509126663208,-0.039206065237522125,0.48646941781044006,0.7092706561088562,-0.05627969652414322,0.5200735330581665,0.6505674719810486,-0.0714193806052208,0.47081857919692993,0.6454017758369446,-0.024501366540789604,0.44933614134788513,0.5309404730796814,-0.04861941188573837,0.4355882406234741,0.4643922746181488,-0.059834323823451996,0.42569321393966675,0.4034382402896881,-0.06604468822479248,0.5257357954978943,0.6411572694778442,-0.03326665982604027,0.5416695475578308,0.5057811737060547,-0.06200776621699333,0.5539049506187439,0.4232030212879181,-0.0769462138414383,0.5674183964729309,0.35856351256370544,-0.08157642185688019,0.5724799036979675,0.6708321571350098,-0.044943228363990784,0.5606852173805237,0.6406129002571106,-0.08864310383796692,0.5352631211280823,0.724988579750061,-0.09206945449113846,0.523746907711029,0.78631591796875,-0.08007258921861649,0.6118727922439575,0.7163442969322205,-0.05814119055867195,0.5893412828445435,0.7061288952827454,-0.09046187251806259,0.5577870607376099,0.7711935639381409,-0.085790254175663,0.5383878946304321,0.8229302763938904,-0.07332286983728409
victory,0.5444834232330322,0.928009033203125,7.565036526102631e-07,0.4880138635635376,0.8795161843299866,-0.023898517712950706,0.4571567177772522,0.7876012325286865,-0.03850245475769043,0.48747146129608154,0.7099673748016357,-0.05547083914279938,0.5211420059204102,0.651028037071228,-0.0705336257815361,0.470927894115448,0.6446846127510071,-0.022725237533450127,0.44918927550315857,0.5302667617797852,-0.045900892466306686,0.4354281425476074,0.46382397413253784,-0.056673068553209305,0.42594629526138306,0.40292274951934814,-0.06263983249664307,0.5258187055587769,0.6409599781036377,-0.03178786113858223,0.5413677096366882,0.5063115358352661,-0.059707995504140854,0.5536112189292908,0.4233614504337311,-0.07434721291065216,0.5673338174819946,0.35843175649642944,-0.07888046652078629,0.5722933411598206,0.6711766719818115,-0.04385024681687355,0.561596155166626,0.6400031447410583,-0.08717373013496399,0.5361292362213135,0.7238392233848572,-0.09097149968147278,0.5243067145347595,0.7847522497177124,-0.07933628559112549,0.6113154888153076,0.7171081304550171,-0.05738816410303116,0.5894080996513367,0.7057976722717285,-0.08966144919395447,0.5579755902290344,0.7713817358016968,-0.08519716560840607,0.5385888814926147,0.8236393332481384,-0.0729440376162529
victory,0.5434851050376892,0.9252676963806152,7.353579007940425e-07,0.4873616397380829,0.875745952129364,-0.023054072633385658,0.4561126232147217,0.7802984714508057,-0.036779988557100296,0.4859582483768463,0.7014183402061462,-0.052844397723674774,0.5214707255363464,0.6444933414459229,-0.06719587743282318,0.4726231098175049,0.6443317532539368,-0.022736603394150734,0.4492377042770386,0.5278834104537964,-0.0455167219042778,0.43430018424987793,0.46139711141586304,-0.055493034422397614,0.42466723918914795,0.40110886096954346,-0.061101242899894714,0.5279973745346069,0.6395981311798096,-0.03223497420549393,0.5412754416465759,0.5027521252632141,-0.05954454466700554,0.5525909662246704,0.4196033775806427,-0.07409640401601791,0.5661932229995728,0.355299711227417,-0.07894047349691391,0.5749723315238953,0.6693729758262634,-0.04456864669919014,0.5631793737411499,0.6330825090408325,-0.08812998235225677,0.5370047688484192,0.7165404558181763,-0.09241729229688644,0.5247742533683777,0.7788600921630859,-0.08145841956138611,0.6136268973350525,0.7149595618247986,-0.05817082151770592,0.5880420804023743,0.7050313353538513,-0.09209291636943817,0.5559915900230408,0.7704600691795349,-0.0889645591378212,0.5368270874023438,0.8226510882377625,-0.07770489156246185
victory,0.5437285900115967,0.92482590675354,7.447385428349662e-07,0.4866909980773926,0.8746107220649719,-0.02358597330749035,0.45548033714294434,0.7794676423072815,-0.03752441331744194,0.48372387886047363,0.7018200159072876,-0.05394545570015907,0.5184949636459351,0.6459035277366638,-0.0683804526925087,0.469974547624588,0.6441043019294739,-0.021732015535235405,0.44883209466934204,0.529231071472168,-0.04491036385297775,0.4347633719444275,0.4634772539138794,-0.055287450551986694,0.424163281917572,0.40319299697875977,-0.060933295637369156,0.5257397890090942,0.6400865912437439,-0.0306636244058609,0.5417070984840393,0.5039147734642029,-0.05873168259859085,0.5536245703697205,0.4211871027946472,-0.07348046451807022,0.5668517351150513,0.35737037658691406,-0.07795299589633942,0.5734426379203796,0.669491171836853,-0.04256078973412514,0.5589181184768677,0.6394659876823425,-0.08596748858690262,0.5334332585334778,0.723987877368927,-0.08908611536026001,0.5224661827087402,0.785757303237915,-0.0767258033156395,0.6136879920959473,0.7138115167617798,-0.05592533200979233,0.5887182354927063,0.7026641368865967,-0.08788226544857025,0.5567570924758911,0.7684193849563599,-0.08282224833965302,0.5381436944007874,0.8203858137130737,-0.07009655982255936
victory,0.5490556359291077,0.9221364259719849,7.40187203973619e-07,0.49043983221054077,0.8760944604873657,-0.02524898573756218,0.45660045742988586,0.780997097492218,-0.040035124868154526,0.48501408100128174,0.7008349299430847,-0.05654064193367958,0.5204284191131592,0.6446250677108765,-0.07127079367637634,0.47190985083580017,0.6422696113586426,-0.02642124332487583,0.44970160722732544,0.5289688110351562,-0.05054659768939018,0.43466615676879883,0.46304428577423096,-0.06177402660250664,0.42429038882255554,0.40273240208625793,-0.06853142380714417,0.5267661809921265,0.6375671029090881,-0.03545006737112999,0.5415621399879456,0.5006451606750488,-0.06399994343519211,0.5530786514282227,0.41885533928871155,-0.07910020649433136,0.5667818784713745,0.35548415780067444,-0.0846208781003952,0.5731805562973022,0.6672878861427307,-0.0473896749317646,0.5672255754470825,0.6270393133163452,-0.09219767153263092,0.5395389795303345,0.7104690074920654,-0.09661046415567398,0.5252009630203247,0.7733926773071289,-0.08595563471317291,0.6114387512207031,0.7128219604492188,-0.06076544523239136,0.5899484157562256,0.7015287280082703,-0.0961921215057373,0.5579624772071838,0.7670804262161255,-0.09365921467542648,0.5376020073890686,0.8196836709976196,-0.08286907523870468
